         936424 function calls (912869 primitive calls) in 7.781 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.037    0.037 model.py:157(from_params)
        3    0.000    0.000    0.091    0.030 model.py:271(__pow__)
       13    0.000    0.000    0.003    0.000 model.py:281(__rshift__)
        9    0.000    0.000    0.001    0.000 model.py:296(__or__)
        7    0.003    0.000    0.222    0.032 model.py:334(from_bytes)
        8    0.000    0.000    0.000    0.000 model.py:35(define_operators)
        1    0.000    0.000    0.000    0.000 model.py:45(__init__)
        4    0.000    0.000    0.000    0.000 model.py:57(use_device)
       80    0.003    0.000    0.011    0.000 model.py:79(__init__)
       80    0.001    0.000    0.001    0.000 model.py:97(_update_defaults)
        1    0.000    0.000    0.000    0.000 module.py:104(add_module)
       17    0.000    0.000    0.000    0.000 module.py:248(__getattr__)
      157    0.003    0.000    0.003    0.000 module.py:264(__setattr__)
       29    0.000    0.000    0.000    0.000 module.py:265(remove_from)
     11/1    0.000    0.000    0.000    0.000 module.py:318(state_dict)
        1    0.000    0.000    0.001    0.001 module.py:341(load_state_dict)
       41    0.000    0.000    0.001    0.000 module.py:371(parameters)
    84/41    0.001    0.000    0.001    0.000 module.py:385(named_parameters)
       23    0.000    0.000    0.000    0.000 module.py:421(named_children)
       10    0.000    0.000    0.002    0.000 module.py:50(__init__)
       20    0.000    0.000    0.000    0.000 module.py:81(register_parameter)
        1    0.000    0.000    0.000    0.000 morph_rules.py:2(<module>)
        1    0.000    0.000    0.000    0.000 msgpack_numpy.py:173(unpack)
       11    0.000    0.000    0.048    0.004 msgpack_numpy.py:181(unpackb)
     2892    0.016    0.000    0.030    0.000 msgpack_numpy.py:68(decode)
        1    0.000    0.000    0.012    0.012 nn_parser.pyx:1(PyMODINIT_FUNC PyInit_nn_parser(void))
      124    0.000    0.000    0.000    0.000 nn_parser.pyx:106(get_feat_weights)
        2    0.001    0.000    2.990    1.495 nn_parser.pyx:242(Model)
        2    0.000    0.000    0.000    0.000 nn_parser.pyx:290(__init__)
      124    0.009    0.000    1.990    0.016 nn_parser.pyx:328(__call__)
      124    0.236    0.002    0.236    0.002 nn_parser.pyx:389(parse_batch)
      124    0.002    0.000    1.707    0.014 nn_parser.pyx:722(get_batch_model)
      124    0.002    0.000    0.019    0.000 nn_parser.pyx:774(set_annotations)
       62    0.000    0.000    0.000    0.000 nn_parser.pyx:802(__get__)
      124    0.003    0.000    0.528    0.004 nn_parser.pyx:82(__init__)
        2    0.031    0.015    3.173    1.587 nn_parser.pyx:879(from_disk)
        2    0.001    0.000    0.001    0.001 nn_parser.pyx:882(lambda10)
        2    0.000    0.000    0.001    0.000 nn_parser.pyx:883(lambda11)
        2    0.000    0.000    0.000    0.000 nn_parser.pyx:884(lambda12)
       62    0.000    0.000    0.004    0.000 nonproj.pyx:118(deprojectivize (wrapper))
       62    0.003    0.000    0.004    0.000 nonproj.pyx:118(deprojectivize)
       13    0.000    0.000    0.000    0.000 nonproj.pyx:167(_find_new_head)
        2    0.110    0.055    0.111    0.055 norm_exceptions.py:2(<module>)
        1    0.000    0.000    0.134    0.134 npyio.py:266(load)
      375    0.001    0.000    0.004    0.000 numeric.py:463(asarray)
     4991    0.011    0.000    0.014    0.000 numeric.py:534(asanyarray)
     1612    0.004    0.000    0.014    0.000 numeric.py:586(ascontiguousarray)
        1    0.000    0.000    0.000    0.000 optimizer.py:21(__init__)
        1    0.000    0.000    0.003    0.003 optimizers.py:28(from_params)
        2    0.000    0.000    0.000    0.000 optimizers.pyx:21(Adam)
        2    0.000    0.000    0.000    0.000 optimizers.pyx:42(__init__)
        4    0.000    0.000    0.000    0.000 os.py:195(makedirs)
       40    0.000    0.000    0.001    0.000 os.py:664(__getitem__)
       40    0.000    0.000    0.000    0.000 os.py:740(encode)
       20    0.000    0.000    0.000    0.000 parameter.py:24(__new__)
        3    0.000    0.000    0.004    0.001 params.py:119(as_dict)
        2    0.000    0.000    0.002    0.001 params.py:132(log_recursively)
       10    0.000    0.000    0.000    0.000 params.py:154(assert_empty)
        2    0.000    0.000    0.000    0.000 params.py:164(__getitem__)
        1    0.000    0.000    0.000    0.000 params.py:170(__setitem__)
        3    0.000    0.000    0.000    0.000 params.py:176(__iter__)
        1    0.000    0.000    0.000    0.000 params.py:179(__len__)
       69    0.000    0.000    0.006    0.000 params.py:182(_check_is_dict)
        1    0.000    0.000    0.000    0.000 params.py:187(<listcomp>)
        1    0.000    0.000    0.362    0.362 params.py:190(from_file)
    40/15    0.001    0.000    0.009    0.001 params.py:224(_replace_none)
       15    0.000    0.000    0.010    0.001 params.py:48(__init__)
       67    0.001    0.000    0.040    0.001 params.py:52(pop)
       10    0.000    0.000    0.007    0.001 params.py:87(pop_choice)
        2    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:359(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:392(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:98(_noop)
       20    0.000    0.000    0.001    0.000 pathlib.py:1013(_opener)
        7    0.000    0.000    0.000    0.000 pathlib.py:1053(iterdir)
       13    0.000    0.000    0.001    0.000 pathlib.py:1131(stat)
       20    0.000    0.000    0.004    0.000 pathlib.py:1152(open)
       11    0.000    0.000    0.001    0.000 pathlib.py:1309(exists)
        2    0.000    0.000    0.000    0.000 pathlib.py:1334(is_file)
       34    0.000    0.000    0.000    0.000 pathlib.py:282(splitroot)
       34    0.000    0.000    0.001    0.000 pathlib.py:385(wrapped)
       34    0.001    0.000    0.001    0.000 pathlib.py:51(parse_parts)
       34    0.001    0.000    0.002    0.000 pathlib.py:629(_parse_args)
        2    0.000    0.000    0.000    0.000 pathlib.py:649(_from_parts)
       40    0.000    0.000    0.001    0.000 pathlib.py:662(_from_parsed_parts)
       27    0.000    0.000    0.000    0.000 pathlib.py:672(_format_parsed_parts)
       32    0.000    0.000    0.003    0.000 pathlib.py:683(_make_child)
       56    0.000    0.000    0.001    0.000 pathlib.py:689(__str__)
        6    0.000    0.000    0.000    0.000 pathlib.py:775(name)
       32    0.000    0.000    0.000    0.000 pathlib.py:89(join_parsed_parts)
       32    0.000    0.000    0.003    0.000 pathlib.py:894(__truediv__)
        2    0.000    0.000    0.000    0.000 pathlib.py:900(parent)
        2    0.000    0.000    0.000    0.000 pathlib.py:976(__new__)
       42    0.000    0.000    0.000    0.000 pathlib.py:986(_init)
        6    0.000    0.000    0.000    0.000 pathlib.py:996(_make_child_relpath)
        1    0.000    0.000    0.007    0.007 pipeline.pyx:1(PyMODINIT_FUNC PyInit_pipeline(void))
        1    0.000    0.000    0.000    0.000 pipeline.pyx:215(_load_cfg)
        1    0.000    0.000    0.000    0.000 pipeline.pyx:370(__init__)
       62    0.001    0.000    0.704    0.011 pipeline.pyx:389(__call__)
       62    0.002    0.000    0.610    0.010 pipeline.pyx:401(predict)
       62    0.020    0.000    0.093    0.002 pipeline.pyx:412(set_annotations)
        1    0.000    0.000    0.036    0.036 pipeline.pyx:495(Model)
        1    0.000    0.000    0.121    0.121 pipeline.pyx:579(from_disk)
        1    0.008    0.008    0.118    0.118 pipeline.pyx:580(load_model)
        1    0.002    0.002    0.002    0.002 pipeline.pyx:585(load_tag_map)
        1    0.000    0.000    0.000    0.000 pipeline.pyx:594(lambda18)
       62    0.000    0.000    0.000    0.000 pipeline.pyx:872(__get__)
        4    0.000    0.000    0.000    0.000 posixpath.py:102(split)
       76    0.001    0.000    0.002    0.000 posixpath.py:119(splitext)
       76    0.001    0.000    0.001    0.000 posixpath.py:142(basename)
        3    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        3    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
      103    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       77    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
       17    0.000    0.000    0.000    0.000 posixpath.py:73(join)
       76    0.000    0.000    0.000    0.000 process.py:137(name)
       76    0.000    0.000    0.000    0.000 process.py:35(current_process)
        1    0.000    0.000    0.001    0.001 punctuation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:37(asstr)
        1    0.000    0.000    0.000    0.000 py3k.py:42(isfileobj)
       18    0.001    0.000    0.007    0.000 pyparsing.py:1016(_trim_arity)
       18    0.000    0.000    0.006    0.000 pyparsing.py:1024(extract_stack)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1029(extract_tb)
       28    0.000    0.000    0.006    0.000 pyparsing.py:1046(wrapper)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1085(setDefaultWhitespaceChars)
      306    0.007    0.000    0.007    0.000 pyparsing.py:1121(__init__)
       18    0.000    0.000    0.007    0.000 pyparsing.py:1227(setParseAction)
     2358    0.019    0.000    0.020    0.000 pyparsing.py:1328(preParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1340(parseImpl)
     1060    0.002    0.000    0.002    0.000 pyparsing.py:1343(postParse)
   5658/4    0.120    0.000    0.277    0.069 pyparsing.py:1347(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
        2    0.000    0.000    0.298    0.149 pyparsing.py:1586(parseString)
       78    0.001    0.000    0.007    0.000 pyparsing.py:1799(__add__)
       34    0.000    0.000    0.008    0.000 pyparsing.py:1831(__sub__)
     1820    0.011    0.000    0.011    0.000 pyparsing.py:186(__init__)
       62    0.000    0.000    0.006    0.000 pyparsing.py:1926(__or__)
       14    0.000    0.000    0.001    0.000 pyparsing.py:2023(suppress)
       34    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
      146    0.001    0.000    0.001    0.000 pyparsing.py:2039(setWhitespaceChars)
      756    0.001    0.000    0.001    0.000 pyparsing.py:2131(__str__)
      824    0.002    0.000    0.002    0.000 pyparsing.py:2137(streamline)
       98    0.000    0.000    0.003    0.000 pyparsing.py:2346(__init__)
       36    0.000    0.000    0.001    0.000 pyparsing.py:2354(__init__)
       28    0.000    0.000    0.001    0.000 pyparsing.py:2390(__init__)
      897    0.005    0.000    0.010    0.000 pyparsing.py:2409(parseImpl)
       12    0.000    0.000    0.001    0.000 pyparsing.py:2436(__init__)
      367    0.003    0.000    0.005    0.000 pyparsing.py:2457(parseImpl)
        6    0.000    0.000    0.003    0.000 pyparsing.py:2631(__init__)
      431    0.005    0.000    0.007    0.000 pyparsing.py:2685(parseImpl)
       68    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
       10    0.000    0.000    0.024    0.002 pyparsing.py:2757(__init__)
      306    0.003    0.000    0.005    0.000 pyparsing.py:2791(parseImpl)
      108    0.001    0.000    0.001    0.000 pyparsing.py:2804(__str__)
        2    0.000    0.000    0.003    0.002 pyparsing.py:2841(__init__)
      113    0.001    0.000    0.002    0.000 pyparsing.py:2906(parseImpl)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
      140    0.003    0.000    0.009    0.000 pyparsing.py:3238(__init__)
      280    0.001    0.000    0.001    0.000 pyparsing.py:3248(<genexpr>)
    254/2    0.006    0.000    0.020    0.010 pyparsing.py:3297(streamline)
       34    0.000    0.000    0.001    0.000 pyparsing.py:3363(__init__)
       78    0.001    0.000    0.006    0.000 pyparsing.py:3368(__init__)
      176    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
    872/4    0.012    0.000    0.277    0.069 pyparsing.py:3375(parseImpl)
     1396    0.006    0.000    0.007    0.000 pyparsing.py:340(__new__)
  190/186    0.001    0.000    0.006    0.000 pyparsing.py:3412(__str__)
      544    0.001    0.000    0.005    0.000 pyparsing.py:3417(<genexpr>)
     1396    0.012    0.000    0.013    0.000 pyparsing.py:349(__init__)
       62    0.001    0.000    0.005    0.000 pyparsing.py:3518(__init__)
      162    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
    761/7    0.034    0.000    0.276    0.039 pyparsing.py:3525(parseImpl)
  256/254    0.001    0.000    0.005    0.000 pyparsing.py:3554(__str__)
      516    0.001    0.000    0.004    0.000 pyparsing.py:3559(<genexpr>)
       68    0.001    0.000    0.004    0.000 pyparsing.py:3697(__init__)
  1565/15    0.009    0.000    0.275    0.018 pyparsing.py:3715(parseImpl)
   206/18    0.001    0.000    0.018    0.001 pyparsing.py:3740(streamline)
      228    0.002    0.000    0.004    0.000 pyparsing.py:3759(__str__)
       16    0.000    0.000    0.001    0.000 pyparsing.py:3829(__init__)
    142/6    0.004    0.000    0.274    0.046 pyparsing.py:3837(parseImpl)
      234    0.001    0.000    0.001    0.000 pyparsing.py:388(__getitem__)
       16    0.000    0.000    0.001    0.000 pyparsing.py:3913(__init__)
    142/6    0.001    0.000    0.274    0.046 pyparsing.py:3917(parseImpl)
       32    0.000    0.000    0.000    0.000 pyparsing.py:3923(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
      200    0.003    0.000    0.020    0.000 pyparsing.py:3981(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4059(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4138(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4141(__lshift__)
     24/6    0.000    0.000    0.017    0.003 pyparsing.py:4161(streamline)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4175(__str__)
       40    0.000    0.000    0.003    0.000 pyparsing.py:4208(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
       82    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
      184    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4775(replaceWith)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4787(<lambda>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
      138    0.001    0.000    0.001    0.000 pyparsing.py:640(__iadd__)
        2    0.000    0.000    0.000    0.000 python_message.py:1035(SerializeToString)
        2    0.000    0.000    0.000    0.000 python_message.py:1049(SerializePartialToString)
        2    0.000    0.000    0.000    0.000 python_message.py:1055(InternalSerialize)
        2    0.000    0.000    0.000    0.000 python_message.py:1134(IsInitialized)
        2    0.000    0.000    0.000    0.000 python_message.py:1345(Modified)
        3    0.000    0.000    0.000    0.000 python_message.py:1390(__init__)
        3    0.000    0.000    0.000    0.000 python_message.py:469(init)
        2    0.000    0.000    0.000    0.000 python_message.py:649(getter)
        2    0.000    0.000    0.000    0.000 python_message.py:658(field_setter)
        2    0.000    0.000    0.000    0.000 python_message.py:762(_IsPresent)
        2    0.000    0.000    0.000    0.000 python_message.py:777(ListFields)
        2    0.000    0.000    0.000    0.000 python_message.py:778(<listcomp>)
        2    0.000    0.000    0.000    0.000 python_message.py:779(<lambda>)
        1    0.000    0.000    0.000    0.000 pytorch_seq2seq_wrapper.py:33(__init__)
        2    0.000    0.000    0.000    0.000 pytorch_seq2seq_wrapper.py:45(get_output_dim)
        2    0.000    0.000    0.000    0.000 queue.py:199(_init)
        2    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
       16    0.000    0.000    0.004    0.000 re.py:169(match)
      499    0.002    0.000    0.007    0.000 re.py:214(findall)
       35    0.000    0.000    0.158    0.005 re.py:231(compile)
        8    0.000    0.000    0.000    0.000 re.py:249(escape)
      550    0.003    0.000    0.167    0.000 re.py:286(_compile)
        2    0.000    0.000    0.002    0.001 record_writer.py:16(__init__)
        2    0.000    0.000    0.000    0.000 record_writer.py:24(write)
        4    0.000    0.000    0.000    0.000 record_writer.py:38(masked_crc32c)
       12    0.000    0.000    0.000    0.000 record_writer.py:43(u32)
        8    0.000    0.000    0.347    0.043 regex.py:343(compile)
        8    0.004    0.000    0.347    0.043 regex.py:426(_compile)
        8    0.000    0.000    0.000    0.000 regex.py:598(<genexpr>)
       10    0.000    0.000    0.000    0.000 registrable.py:53(by_name)
       10    0.000    0.000    0.000    0.000 registrable.py:59(list_available)
        7    0.000    0.000    0.000    0.000 registrable.py:71(<listcomp>)
      248    0.005    0.000    0.356    0.001 resnet.py:14(__call__)
      496    0.012    0.000    0.762    0.002 resnet.py:17(begin_update)
        3    0.000    0.000    0.000    0.000 resnet.py:9(__init__)
        1    0.000    0.000    0.004    0.004 rnn.py:119(reset_parameters)
        1    0.000    0.000    0.005    0.005 rnn.py:12(__init__)
        1    0.000    0.000    0.005    0.005 rnn.py:364(__init__)
        3    0.000    0.000    0.000    0.000 rnn.py:50(<listcomp>)
       15    0.000    0.000    0.000    0.000 rnn.py:56(<genexpr>)
        1    0.000    0.000    0.002    0.002 rnn.py:584(__init__)
        1    0.000    0.000    0.001    0.001 rnn.py:599(reset_parameters)
        1    0.000    0.000    0.000    0.000 rnn.py:61(flatten_parameters)
        1    0.000    0.000    0.000    0.000 scorer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scorer.py:36(Scorer)
        1    0.000    0.000    0.000    0.000 scorer.py:7(PRFScore)
        1    0.000    0.000    0.000    0.000 search.pyx:1(PyMODINIT_FUNC PyInit_search(void))
        1    0.000    0.000   20.983   20.983 seq2seq.py:49(__init__)
      5/3    0.001    0.000    0.119    0.040 seq2seq.py:59(read)
    61/31    0.001    0.000    1.592    0.051 seq2seq.py:79(text_to_instance)
        1    0.000    0.000   20.990   20.990 seq2seq.py:93(from_params)
        1    0.000    0.000    0.009    0.009 seq2seq_encoder.py:31(from_params)
        2    0.000    0.000    0.023    0.012 serialization.py:195(load)
        2    0.001    0.001    0.022    0.011 serialization.py:237(_load)
       60    0.000    0.000    0.000    0.000 serialization.py:247(restore_location)
        2    0.000    0.000    0.003    0.001 serialization.py:288(legacy_load)
       60    0.002    0.000    0.002    0.000 serialization.py:336(persistent_load)
     1364    0.016    0.000    0.020    0.000 shape_base.py:11(atleast_1d)
      130    0.002    0.000    0.334    0.003 shape_base.py:182(vstack)
      130    0.001    0.000    0.006    0.000 shape_base.py:237(<listcomp>)
      682    0.005    0.000    0.045    0.000 shape_base.py:239(hstack)
      682    0.005    0.000    0.025    0.000 shape_base.py:288(<listcomp>)
      260    0.004    0.000    0.005    0.000 shape_base.py:63(atleast_2d)
        1    0.000    0.000    0.002    0.002 similarity_function.py:32(from_params)
        1    0.000    0.000    0.036    0.036 simple_seq2seq.py:289(from_params)
        1    0.000    0.000    0.010    0.010 simple_seq2seq.py:69(__init__)
        2    0.000    0.000    0.000    0.000 single_id_token_indexer.py:26(__init__)
     8731    0.055    0.000    0.061    0.000 single_id_token_indexer.py:30(count_vocab_items)
     8604    0.072    0.000    0.103    0.000 single_id_token_indexer.py:40(token_to_indices)
        2    0.000    0.000    0.002    0.001 single_id_token_indexer.py:68(from_params)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
       99    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 softmax.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 softmax.py:11(<lambda>)
       62    0.012    0.000    0.022    0.000 softmax.py:15(predict)
       72    0.001    0.000    0.012    0.000 sre_compile.py:223(_compile_charset)
       72    0.009    0.000    0.010    0.000 sre_compile.py:250(_optimize_charset)
       13    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
       13    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
       86    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
        4    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
    12/10    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        6    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       11    0.001    0.000    0.002    0.000 sre_compile.py:482(_compile_info)
       22    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       11    0.000    0.000    0.070    0.006 sre_compile.py:542(_code)
       11    0.000    0.000    0.163    0.015 sre_compile.py:557(compile)
   315/11    0.032    0.000    0.067    0.006 sre_compile.py:64(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      315    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
      342    0.001    0.000    0.001    0.000 sre_parse.py:159(__len__)
     1153    0.004    0.000    0.004    0.000 sre_parse.py:163(__getitem__)
       86    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
      421    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
  425/126    0.011    0.000    0.011    0.000 sre_parse.py:173(getwidth)
       11    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
     1043    0.007    0.000    0.007    0.000 sre_parse.py:232(__next)
      616    0.002    0.000    0.004    0.000 sre_parse.py:248(match)
      755    0.003    0.000    0.008    0.000 sre_parse.py:253(get)
        2    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
      279    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
       29    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
       39    0.001    0.000    0.001    0.000 sre_parse.py:342(_escape)
    67/11    0.005    0.000    0.091    0.008 sre_parse.py:407(_parse_sub)
   202/12    0.058    0.000    0.091    0.008 sre_parse.py:470(_parse)
       11    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       82    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       11    0.000    0.000    0.000    0.000 sre_parse.py:828(fix_flags)
       29    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       11    0.000    0.000    0.093    0.008 sre_parse.py:844(parse)
       29    0.000    0.000    0.010    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 stop_words.py:2(<module>)
        5    0.000    0.000    0.000    0.000 stringsource:279(__init__)
        1    0.000    0.000    0.000    0.000 syntax_iterators.py:2(<module>)
        2    0.000    0.000    0.000    0.000 tag_map.py:2(<module>)
        2    0.000    0.000    0.000    0.000 tarfile.py:1021(frombuf)
        2    0.000    0.000    0.002    0.001 tarfile.py:1084(fromtarfile)
        2    0.000    0.000    0.003    0.001 tarfile.py:1408(__init__)
        2    0.000    0.000    0.003    0.001 tarfile.py:1519(open)
        2    0.000    0.000    0.003    0.001 tarfile.py:1610(taropen)
        2    0.000    0.000    0.000    0.000 tarfile.py:166(nts)
        2    0.000    0.000    0.000    0.000 tarfile.py:174(nti)
        2    0.000    0.000    0.002    0.001 tarfile.py:2273(next)
        2    0.000    0.000    0.000    0.000 tarfile.py:2360(_check)
        2    0.000    0.000    0.000    0.000 tee_logger.py:17(__init__)
       41    0.000    0.000    0.001    0.000 tee_logger.py:23(write)
       27    0.000    0.000    0.003    0.000 tee_logger.py:35(flush)
       62    0.001    0.000    0.010    0.000 text_field.py:35(__init__)
       62    0.008    0.000    0.009    0.000 text_field.py:40(<listcomp>)
       62    0.028    0.000    0.089    0.001 text_field.py:44(count_vocab_items)
       60    0.001    0.000    0.125    0.002 text_field.py:50(index)
       60    0.021    0.000    0.125    0.002 text_field.py:54(<listcomp>)
        1    0.000    0.000    0.012    0.012 text_field_embedder.py:39(from_params)
       76    0.000    0.000    0.000    0.000 threading.py:1076(name)
        8    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
        8    0.000    0.000    0.000    0.000 threading.py:1136(daemon)
       84    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
       14    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        8    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        8    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        8    0.000    0.000    0.000    0.000 threading.py:248(_release_save)
        8    0.000    0.000    0.000    0.000 threading.py:251(_acquire_restore)
        8    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        8    0.000    0.000    0.001    0.000 threading.py:263(wait)
        8    0.000    0.000    0.000    0.000 threading.py:498(__init__)
       16    0.000    0.000    0.000    0.000 threading.py:506(is_set)
        8    0.000    0.000    0.001    0.000 threading.py:533(wait)
        8    0.000    0.000    0.000    0.000 threading.py:727(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        8    0.000    0.000    0.001    0.000 threading.py:757(__init__)
        8    0.000    0.000    0.002    0.000 threading.py:828(start)
     8808    0.003    0.000    0.003    0.000 token.pxd:18(cinit)
       62    0.001    0.000    0.001    0.000 token.py:31(__init__)
        1    0.000    0.000    0.011    0.011 token_embedder.py:29(from_params)
        2    0.000    0.000    0.003    0.002 token_indexer.py:70(from_params)
        2    0.000    0.000    0.004    0.002 token_indexer.py:75(dict_from_params)
       19    0.000    0.000    0.130    0.007 tokenize.py:152(_compile)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:230(add_whitespace)
        1    0.000    0.000    0.001    0.001 tokenize.py:243(untokenize)
        1    0.000    0.000    0.001    0.001 tokenize.py:317(untokenize)
       21    0.002    0.000    0.132    0.006 tokenize.py:492(_tokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:729(generate_tokens)
        1    0.000    0.000    0.001    0.001 tokenizer.pyx:1(PyMODINIT_FUNC PyInit_tokenizer(void))
    16274    0.003    0.000    0.003    0.000 tokenizer.pyx:140(_try_cache)
     8165    0.008    0.000    0.373    0.000 tokenizer.pyx:153(_tokenize)
     8165    0.064    0.000    0.155    0.000 tokenizer.pyx:165(_split_affixes)
     8165    0.052    0.000    0.209    0.000 tokenizer.pyx:216(_attach_tokens)
        1    0.002    0.002    0.133    0.133 tokenizer.pyx:23(__init__)
     8165    0.001    0.000    0.001    0.000 tokenizer.pyx:275(_save_cached)
     8068    0.052    0.000    0.052    0.000 tokenizer.pyx:293(find_infix)
     8571    0.007    0.000    0.007    0.000 tokenizer.pyx:305(find_prefix)
     8571    0.084    0.000    0.084    0.000 tokenizer.pyx:317(find_suffix)
     2464    0.004    0.000    0.167    0.000 tokenizer.pyx:334(add_special_case)
        1    0.000    0.000    0.201    0.201 tokenizer.pyx:361(from_disk)
        1    0.001    0.001    0.201    0.201 tokenizer.pyx:390(from_bytes)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:400(lambda7)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:401(lambda8)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:402(lambda9)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:403(lambda10)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:404(lambda11)
       62    0.009    0.000    0.386    0.006 tokenizer.pyx:74(__call__)
        2    0.008    0.004    0.051    0.026 tokenizer_exceptions.py:2(<module>)
       18    0.000    0.000    0.006    0.000 traceback.py:196(extract_stack)
       56    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       56    0.000    0.000    0.001    0.000 traceback.py:279(line)
       72    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
